L 446.9000, -1051.8000, 21.0000,  446.9000, -1060.3000, 21.0000,  0, 0, 0
L 405.1000, -1060.3000, 21.0000,  405.1000, -1050.7000, 21.0000,  0, 0, 0
L 1039.1000, 495.1000, 8.0000,  1087.5000, 495.1000, 8.0000,  0, 0, 0
L 1021.9000, 497.1000, 2.0000,  1038.0000, 497.1000, 8.0000,  0, 0, 0
L 1021.9000, 497.1000, 2.0000,  998.8000, 497.1000, 2.0000,  0, 0, 0
L 1021.9000, 635.9000, 2.0000,  1000.8000, 635.9000, 2.0000,  0, 0, 0
L 1030.1000, 636.9000, 8.0000,  1030.3000, 635.9000, 8.0000,  0, 0, 0
L 1021.9000, 635.9000, 2.0000,  1030.3000, 635.9000, 8.0000,  0, 0, 0
L 1085.6000, 636.9000, 8.0000,  1030.1000, 636.9000, 8.0000,  0, 0, 0
L 1117.9000, 606.5000, 8.0000,  1085.6000, 636.9000, 8.0000,  0, 0, 0
L 1117.9000, 529.4000, 8.0000,  1117.9000, 606.5000, 8.0000,  0, 0, 0
L 1087.5000, 495.1000, 8.0000,  1117.9000, 529.4000, 8.0000,  0, 0, 0
L 1071.1000, 584.8000, 8.0000,  1070.4000, 528.9000, 8.0000,  0, 0, 0
L 1040.6000, 585.2000, 8.0000,  1071.1000, 584.8000, 8.0000,  0, 0, 0
L 1039.9000, 529.2000, 8.0000,  1040.6000, 585.2000, 8.0000,  0, 0, 0
L 1070.4000, 528.9000, 8.0000,  1039.9000, 529.2000, 8.0000,  0, 0, 0
L 947.9000, 410.1000, 8.0000,  898.2000, 409.5000, 8.0000,  0, 0, 0
L 947.6000, 434.8000, 8.0000,  947.9000, 410.1000, 8.0000,  0, 0, 0
L 898.0000, 434.2000, 8.0000,  947.6000, 434.8000, 8.0000,  0, 0, 0
L 898.2000, 409.5000, 8.1000,  898.0000, 434.2000, 8.2000,  0, 0, 0
L 934.1000, -1147.0000, 20.0000,  906.9000, -1147.0000, 20.0000,  150, 150, 150
L 934.1000, -1155.9000, 20.0000,  934.1000, -1147.0000, 20.0000,  150, 150, 150
