L 123.5000, -197.6000, 0.2000,  123.5000, -202.2000, 0.2000,  205, 133, 63
L 120.5000, -202.2000, 0.2000,  120.5000, -206.9000, 0.2000,  205, 133, 63
L 120.5000, -206.9000, 0.2000,  64.3000, -206.9000, 0.2000,  0, 0, 0
L 120.5000, -202.2000, 0.2000,  123.5000, -202.2000, 0.2000,  205, 133, 63
L 117.5000, -202.2000, 0.2000,  120.5000, -202.2000, 0.2000,  205, 133, 63
L 117.5000, -197.6000, 0.2000,  123.5000, -197.6000, 0.2000,  205, 133, 63
L 120.5000, -192.9000, 0.2000,  120.5000, -197.6000, 0.2000,  205, 133, 63
L 120.5000, -192.9000, 0.2000,  191.0000, -192.9000, 0.2000,  0, 0, 0
L 117.5000, -197.6000, 0.2000,  117.5000, -202.2000, 0.2000,  205, 133, 63
L 64.3000, -192.9000, 0.2000,  120.5000, -192.9000, 0.2000,  0, 0, 0
L 119.3000, -229.6000, 0.2000,  119.3000, -234.2000, 0.2000,  205, 133, 63
L 117.8000, -234.2000, 0.2000,  117.8000, -238.9000, 0.2000,  205, 133, 63
L 117.8000, -238.9000, 0.2000,  115.4000, -238.9000, 0.2000,  0, 0, 0
L 117.8000, -234.2000, 0.2000,  119.3000, -234.2000, 0.2000,  205, 133, 63
L 116.4000, -234.2000, 0.2000,  117.8000, -234.2000, 0.2000,  205, 133, 63
L 116.4000, -229.6000, 0.2000,  119.3000, -229.6000, 0.2000,  205, 133, 63
L 117.8000, -224.9000, 0.2000,  117.8000, -229.6000, 0.2000,  205, 133, 63
L 117.8000, -224.9000, 0.2000,  128.9000, -224.9000, 0.2000,  0, 0, 0
L 116.4000, -229.6000, 0.2000,  116.4000, -234.2000, 0.2000,  205, 133, 63
L 128.9000, -238.9000, 0.2000,  117.8000, -238.9000, 0.2000,  0, 0, 0
L -573.1000, 139.0000, -297.4000,  -573.1000, 128.7000, -297.4000,  155, 155, 155
L -573.1000, 128.7000, -297.4000,  -574.7000, 128.7000, -295.9000,  102, 0, 204
L -573.1000, 139.0000, -297.4000,  -574.7000, 139.0000, -295.9000,  102, 0, 204
