L 98.9000, 771.6000, -70.3000,  86.8000, 776.8000, -66.9000,  150, 150, 150
L 98.9000, 771.6000, -70.3000,  91.8000, 772.8000, -68.4000,  102, 0, 204
L 106.3000, 767.4000, -70.4000,  105.5000, 769.3000, -71.4000,  102, 0, 204
L -113.2000, 565.1000, -42.0000,  -113.2000, 561.8000, -42.0000,  205, 133, 63
L -113.2000, 561.8000, -42.0000,  -116.9000, 561.8000, -42.0000,  178, 102, 255
L -113.2000, 565.1000, -42.0000,  -111.3000, 565.1000, -42.0000,  205, 133, 63
L -113.2000, 567.9000, -42.0000,  -113.2000, 571.7000, -42.0000,  205, 133, 63
L -113.2000, 571.7000, -42.0000,  -116.9000, 571.7000, -42.0000,  178, 102, 255
L -113.2000, 567.9000, -42.0000,  -111.3000, 567.9000, -42.0000,  205, 133, 63
L -115.0000, 565.1000, -42.0000,  -113.2000, 565.1000, -42.0000,  205, 133, 63
L -115.0000, 567.9000, -42.0000,  -115.0000, 565.1000, -42.0000,  205, 133, 63
L -115.0000, 567.9000, -42.0000,  -113.2000, 567.9000, -42.0000,  205, 133, 63
L -111.3000, 567.9000, -42.0000,  -111.3000, 565.1000, -42.0000,  205, 133, 63
L -139.0000, 664.0000, -70.0000,  -139.0000, 684.0000, -70.0000,  102, 0, 204
L -121.0000, 644.0000, -70.0000,  -139.0000, 644.0000, -70.0000,  102, 0, 204
L -115.3000, 644.0000, -70.0000,  -121.0000, 644.0000, -70.0000,  102, 0, 204
L -84.0000, 658.2000, -70.0000,  -84.0000, 644.0000, -70.0000,  102, 0, 204
L -84.0000, 666.6000, -70.0000,  -84.0000, 658.2000, -70.0000,  102, 0, 204
L -98.0000, 687.2000, -70.0000,  -98.0000, 684.0000, -70.0000,  102, 0, 204
L -111.0000, 695.0000, -70.0000,  -111.0000, 684.0000, -70.0000,  102, 0, 204
L -106.8000, 712.0000, -70.0000,  -111.0000, 712.0000, -70.0000,  102, 0, 204
L -17.4000, 700.0000, -70.0000,  24.0000, 700.0000, -70.0000,  102, 0, 204
L -28.0000, 693.4000, -70.0000,  -28.0000, 700.0000, -70.0000,  102, 0, 204
L -28.0000, 675.0000, -70.0000,  -28.0000, 693.4000, -70.0000,  102, 0, 204
L 78.1000, 950.3000, -69.0000,  81.2000, 950.3000, -69.0000,  205, 133, 63
L 81.2000, 950.3000, -69.0000,  81.2000, 947.0000, -69.0000,  102, 0, 204
L 78.1000, 950.3000, -69.0000,  78.1000, 951.9000, -69.0000,  205, 133, 63
L 78.1000, 948.6000, -69.0000,  78.1000, 950.3000, -69.0000,  205, 133, 63
L 75.1000, 951.9000, -69.0000,  78.1000, 951.9000, -69.0000,  205, 133, 63
L 75.1000, 948.6000, -69.0000,  78.1000, 948.6000, -69.0000,  205, 133, 63
L 75.1000, 948.6000, -69.0000,  75.1000, 951.9000, -69.0000,  205, 133, 63
L 72.0000, 950.3000, -69.0000,  75.1000, 950.3000, -69.0000,  205, 133, 63
L 72.0000, 950.3000, -69.0000,  72.0000, 953.5000, -69.0000,  102, 0, 204
L 72.0000, 947.0000, -69.0000,  72.0000, 950.3000, -69.0000,  102, 0, 204
L 81.2000, 947.0000, -69.0000,  83.0000, 947.0000, -69.0000,  102, 0, 204
L 81.2000, 953.5000, -69.0000,  81.2000, 950.3000, -69.0000,  102, 0, 204
L 72.0000, 953.5000, -69.0000,  68.2000, 953.5000, -69.0000,  102, 0, 204
L 147.0000, 992.4000, -68.5000,  144.5000, 991.4000, -68.5000,  102, 0, 204
L 85.9000, 952.5000, -69.0000,  86.0000, 953.5000, -69.0000,  102, 0, 204
L 86.0000, 953.5000, -69.0000,  81.2000, 953.5000, -69.0000,  102, 0, 204
L 68.1000, 952.5000, -69.0000,  68.2000, 953.5000, -69.0000,  102, 0, 204
L 127.8000, 984.7000, -69.0000,  111.1000, 978.0000, -69.0000,  102, 0, 204
L 68.1000, 952.5000, -69.0000,  28.9000, 952.5000, -69.0000,  102, 0, 204
L 85.9000, 952.5000, -69.0000,  111.1000, 952.5000, -69.0000,  102, 0, 204
L 28.9000, 1006.7000, -69.0000,  111.1000, 1006.7000, -69.0000,  102, 0, 204
L 111.1000, 965.7000, -69.0000,  111.1000, 952.5000, -69.0000,  102, 0, 204
L 28.9000, 952.5000, -69.0000,  28.9000, 1006.7000, -69.0000,  102, 0, 204
L 111.1000, 1006.7000, -69.0000,  111.1000, 978.0000, -69.0000,  102, 0, 204
L 100.7000, 974.6000, -69.0000,  100.5000, 968.5000, -69.0000,  150, 150, 150
L 96.3000, 977.1000, -69.0000,  100.7000, 974.6000, -69.0000,  150, 150, 150
L 92.6000, 975.4000, -69.0000,  96.3000, 977.1000, -69.0000,  150, 150, 150
L 100.5000, 968.5000, -69.0000,  94.4000, 965.9000, -69.0000,  150, 150, 150
L 63.7000, 955.5000, -69.0000,  55.7000, 960.9000, -69.0000,  150, 150, 150
L 60.5000, 965.0000, -69.0000,  67.8000, 960.1000, -69.0000,  150, 150, 150
L 94.4000, 965.9000, -69.0000,  93.2000, 967.3000, -69.0000,  150, 150, 150
L 93.2000, 967.3000, -69.0000,  92.6000, 975.4000, -69.0000,  150, 150, 150
L 67.8000, 960.1000, -69.0000,  63.7000, 955.5000, -69.0000,  150, 150, 150
L 55.7000, 960.9000, -69.0000,  60.5000, 965.0000, -69.0000,  150, 150, 150
L 83.0000, 947.0000, -69.0000,  83.0000, 908.0000, -69.0000,  102, 0, 204
L 126.0000, 966.0000, -69.0000,  111.0000, 966.0000, -69.0000,  102, 0, 204
L 70.0000, 947.0000, -69.0000,  70.0000, 908.0000, -69.0000,  102, 0, 204
L 70.0000, 947.0000, -69.0000,  72.0000, 947.0000, -69.0000,  102, 0, 204
L 144.5000, 991.4000, -68.5000,  127.8000, 984.7000, -68.8000,  102, 0, 204
L -81.1000, 839.6000, -70.0000,  -77.9000, 835.6000, -70.0000,  150, 150, 150
L -81.1000, 839.6000, -70.0000,  -81.1000, 835.4000, -70.0000,  102, 0, 204
L 179.1000, 952.0000, -70.0000,  157.9000, 952.0000, -70.0000,  102, 0, 204
L 157.9000, 952.0000, -70.0000,  140.0000, 952.0000, -70.0000,  102, 0, 204
L 178.0000, 1004.8000, -68.0000,  147.0000, 992.4000, -68.5000,  102, 0, 204
L 198.8000, 997.1000, -69.9000,  181.0000, 1006.0000, -68.0000,  102, 0, 204
L 237.0000, 887.5000, -69.0000,  237.0000, 894.0000, -69.0000,  102, 0, 204
L 237.0000, 873.4000, -69.0000,  237.0000, 887.5000, -69.0000,  102, 0, 204
L 72.9000, 739.8000, -70.0000,  72.9000, 745.6000, -70.0000,  102, 0, 204
L 70.9000, 745.6000, -70.0000,  72.9000, 745.6000, -70.0000,  102, 0, 204
L 72.9000, 739.8000, -70.0000,  68.1000, 739.8000, -70.0000,  102, 0, 204
L 68.1000, 740.8000, -70.0000,  68.1000, 739.8000, -70.0000,  102, 0, 204
L 98.9000, 442.7000, -70.5000,  96.3000, 434.4000, -70.9000,  102, 0, 204
L 104.4000, 442.9000, -70.4000,  98.9000, 442.7000, -70.5000,  102, 0, 204
L 105.2000, 446.6000, -70.2000,  104.4000, 442.9000, -70.4000,  102, 0, 204
L 111.7000, 446.8000, -68.1000,  105.2000, 446.6000, -70.2000,  102, 0, 204
L 113.1000, 442.3000, -70.2000,  111.7000, 446.8000, -68.1000,  102, 0, 204
L 53.9000, 501.2000, -70.0000,  52.3000, 506.3000, -66.8000,  150, 150, 150
L 46.8000, 495.8000, -70.0000,  53.9000, 501.2000, -70.0000,  150, 150, 150
L 42.0000, 502.6000, -70.0000,  46.8000, 495.8000, -70.0000,  150, 150, 150
L -54.2000, 380.4000, -70.0000,  -57.7000, 392.3000, -70.0000,  102, 0, 204
L -51.1000, 376.4000, -70.0000,  -54.2000, 380.4000, -70.0000,  102, 0, 204
L -35.0000, 379.2000, -70.1000,  -51.1000, 376.4000, -70.0000,  102, 0, 204
L -34.2000, 394.0000, -69.3000,  -35.0000, 379.2000, -70.1000,  102, 0, 204
L 8.6000, 388.6000, -68.3000,  4.7000, 374.2000, -70.4000,  150, 150, 150
L 17.4000, 386.6000, -69.7000,  8.6000, 388.6000, -68.3000,  150, 150, 150
L 163.2000, 419.7000, -75.0000,  165.6000, 422.6000, -71.2000,  150, 150, 150
L 155.8000, 421.8000, -74.7000,  163.2000, 419.7000, -75.0000,  150, 150, 150
L 154.8000, 424.5000, -74.3000,  155.8000, 421.8000, -74.7000,  150, 150, 150
L 161.2000, 431.3000, -72.3000,  154.8000, 424.5000, -74.3000,  150, 150, 150
L 135.8000, 467.5000, -68.4000,  139.0000, 468.1000, -68.3000,  150, 150, 150
L 133.7000, 479.8000, -67.9000,  135.8000, 467.5000, -68.4000,  150, 150, 150
L 139.0000, 480.9000, -67.7000,  133.7000, 479.8000, -67.9000,  150, 150, 150
L 113.6000, 490.2000, -67.8000,  129.2000, 499.3000, -67.0000,  150, 150, 150
L 106.8000, 488.8000, -68.1000,  113.6000, 490.2000, -67.8000,  150, 150, 150
L 103.1000, 497.6000, -67.7000,  106.8000, 488.8000, -68.1000,  150, 150, 150
L 95.8000, 519.9000, -70.0000,  103.1000, 497.6000, -67.7000,  150, 150, 150
L 111.1000, 517.9000, -70.0000,  95.8000, 519.9000, -70.0000,  150, 150, 150
L 89.0000, 562.9000, -70.0000,  84.9000, 561.2000, -70.0000,  150, 150, 150
L 90.2000, 573.2000, -70.0000,  89.0000, 562.9000, -70.0000,  150, 150, 150
L 84.9000, 576.2000, -71.0000,  90.2000, 573.2000, -70.0000,  150, 150, 150
L -104.1000, 710.1000, -70.0000,  -106.8000, 712.0000, -70.0000,  150, 150, 150
L -99.6000, 709.7000, -70.0000,  -104.1000, 710.1000, -70.0000,  150, 150, 150
L -101.3000, 701.8000, -70.0000,  -99.6000, 709.7000, -70.0000,  150, 150, 150
L -111.0000, 695.0000, -70.0000,  -101.3000, 701.8000, -70.0000,  150, 150, 150
L -133.4000, 664.3000, -70.0000,  -139.0000, 664.0000, -70.0000,  150, 150, 150
L -124.8000, 652.4000, -70.0000,  -133.4000, 664.3000, -70.0000,  150, 150, 150
L -121.0000, 644.0000, -70.0000,  -124.8000, 652.4000, -70.0000,  150, 150, 150
L -113.9000, 650.4000, -70.0000,  -115.3000, 644.0000, -70.0000,  150, 150, 150
L -107.0000, 657.5000, -70.0000,  -113.9000, 650.4000, -70.0000,  150, 150, 150
L -95.2000, 660.2000, -69.7000,  -107.0000, 657.5000, -70.0000,  150, 150, 150
L -84.0000, 658.2000, -70.0000,  -95.2000, 660.2000, -69.7000,  150, 150, 150
L -87.9000, 663.4000, -70.0000,  -84.0000, 666.6000, -70.0000,  150, 150, 150
L -97.5000, 672.8000, -69.7000,  -87.9000, 663.4000, -70.0000,  150, 150, 150
L -101.6000, 683.8000, -70.0000,  -97.5000, 672.8000, -69.7000,  150, 150, 150
L -98.0000, 687.2000, -70.0000,  -101.6000, 683.8000, -70.0000,  150, 150, 150
L -41.0000, 734.3000, -70.0000,  -28.9000, 734.0000, -69.4000,  150, 150, 150
L -41.0000, 734.3000, -70.0000,  -41.0000, 712.0000, -70.0000,  102, 0, 204
L -28.0000, 675.0000, -70.0000,  -41.1000, 668.2000, -69.6000,  150, 150, 150
L -29.8000, 702.8000, -70.0000,  -28.0000, 693.4000, -70.0000,  150, 150, 150
L -23.6000, 706.5000, -67.4000,  -29.8000, 702.8000, -70.0000,  150, 150, 150
L -18.8000, 707.1000, -70.0000,  -23.6000, 706.5000, -67.4000,  150, 150, 150
L -17.4000, 704.7000, -70.0000,  -18.8000, 707.1000, -70.0000,  150, 150, 150
L -17.4000, 700.0000, -70.0000,  -17.4000, 704.7000, -70.0000,  150, 150, 150
L 124.0000, 737.2000, -72.1000,  106.5000, 733.9000, -70.5000,  150, 150, 150
L 124.9000, 755.2000, -72.7000,  124.0000, 737.2000, -72.1000,  150, 150, 150
L 106.3000, 767.4000, -70.4000,  124.9000, 755.2000, -72.7000,  150, 150, 150
L 132.2000, 708.1000, -70.0000,  150.0000, 712.0000, -71.0000,  150, 150, 150
L 235.1000, 867.9000, -70.0000,  237.0000, 873.4000, -69.0000,  102, 0, 204
L 224.2000, 870.6000, -70.0000,  235.1000, 867.9000, -70.0000,  102, 0, 204
L 229.6000, 882.3000, -70.0000,  224.2000, 870.6000, -70.0000,  102, 0, 204
L 237.0000, 887.5000, -69.0000,  229.6000, 882.3000, -70.0000,  102, 0, 204
L 160.6000, 958.3000, -66.1000,  157.9000, 952.0000, -70.0000,  150, 150, 150
L 150.1000, 959.7000, -71.2000,  160.6000, 958.3000, -66.1000,  150, 150, 150
L 150.5000, 966.2000, -71.3000,  150.1000, 959.7000, -71.2000,  150, 150, 150
L 160.4000, 963.8000, -70.3000,  150.5000, 966.2000, -71.3000,  150, 150, 150
L 161.1000, 969.0000, -71.4000,  160.4000, 963.8000, -70.3000,  150, 150, 150
L 183.4000, 964.6000, -71.3000,  161.1000, 969.0000, -71.4000,  150, 150, 150
